loan_amnt,term,grade,annual_inc,dti,loan_status,term_months,is_default,loan_to_income,small_purchase,dti_bucket,risk_segment
8000.0, 36 months,D,191136.0,8.16,Fully Paid,36,0,0.04185501423070484,0,"(0, 10]",Medium Risk
5000.0, 36 months,B,170000.0,0.75,Fully Paid,36,0,0.029411764705882353,0,"(0, 10]",Low Risk
2000.0, 36 months,B,43200.0,35.73,Fully Paid,36,0,0.046296296296296294,0,"(30, 100]",High Risk
6500.0, 36 months,B,52000.0,20.08,Fully Paid,36,0,0.125,0,"(20, 30]",Medium Risk
6000.0, 36 months,B,36000.0,4.17,Fully Paid,36,0,0.16666666666666666,0,"(0, 10]",Low Risk
5000.0, 36 months,B,50000.0,14.26,Fully Paid,36,0,0.1,0,"(10, 20]",Low Risk
35000.0, 36 months,C,89000.0,15.01,Fully Paid,36,0,0.39325842696629215,0,"(10, 20]",Medium Risk
15000.0, 36 months,A,58000.0,34.39,Fully Paid,36,0,0.25862068965517243,0,"(30, 100]",Medium Risk
25000.0, 36 months,A,245000.0,12.38,Fully Paid,36,0,0.10204081632653061,0,"(10, 20]",Low Risk
8000.0, 36 months,A,75000.0,11.74,Fully Paid,36,0,0.10666666666666667,0,"(10, 20]",Low Risk
24000.0, 60 months,D,83000.0,39.88,Fully Paid,60,0,0.2891566265060241,0,"(30, 100]",High Risk
10800.0, 36 months,C,30000.0,5.88,Fully Paid,36,0,0.36,0,"(0, 10]",Medium Risk
16800.0, 60 months,F,65000.0,20.5,Charged Off,60,1,0.25846153846153846,0,"(20, 30]",High Risk
10000.0, 36 months,B,30960.0,27.6,Fully Paid,36,0,0.32299741602067183,0,"(20, 30]",Medium Risk
14400.0, 60 months,B,70000.0,11.81,Fully Paid,60,0,0.2057142857142857,0,"(10, 20]",Low Risk
6000.0, 36 months,B,58000.0,22.59,Fully Paid,36,0,0.10344827586206896,0,"(20, 30]",Medium Risk
6000.0, 36 months,C,53000.0,25.5,Charged Off,36,1,0.11320754716981132,0,"(20, 30]",Medium Risk
8400.0, 36 months,B,51330.0,30.09,Fully Paid,36,0,0.1636469900642899,0,"(30, 100]",Medium Risk
24000.0, 36 months,A,200000.0,18.87,Fully Paid,36,0,0.12,0,"(10, 20]",Medium Risk
18900.0, 36 months,D,52500.0,21.39,Charged Off,36,1,0.36,0,"(20, 30]",Medium Risk
6000.0, 36 months,A,60000.0,17.06,Fully Paid,36,0,0.1,0,"(10, 20]",Medium Risk
13525.0, 36 months,D,88000.0,9.19,Fully Paid,36,0,0.1536931818181818,0,"(0, 10]",Medium Risk
1500.0, 36 months,C,96000.0,13.05,Charged Off,36,1,0.015625,0,"(10, 20]",Medium Risk
20475.0, 60 months,E,60000.0,20.66,Fully Paid,60,0,0.34125,0,"(20, 30]",Medium Risk
10000.0, 36 months,A,60000.0,17.39,Charged Off,36,1,0.16666666666666666,0,"(10, 20]",Medium Risk
35000.0, 60 months,F,116500.0,27.31,Fully Paid,60,0,0.30042918454935624,0,"(20, 30]",High Risk
15000.0, 60 months,C,70000.0,26.38,Fully Paid,60,0,0.21428571428571427,0,"(20, 30]",Medium Risk
3000.0, 36 months,D,36000.0,17.37,Charged Off,36,1,0.08333333333333333,0,"(10, 20]",Medium Risk
11650.0, 36 months,C,35000.0,17.9,Fully Paid,36,0,0.33285714285714285,0,"(10, 20]",Medium Risk
26425.0, 36 months,B,110000.0,27.55,Charged Off,36,1,0.24022727272727273,0,"(20, 30]",Medium Risk
17000.0, 36 months,C,61000.0,31.62,Charged Off,36,1,0.2786885245901639,0,"(30, 100]",Medium Risk
2100.0, 36 months,C,50000.0,31.93,Fully Paid,36,0,0.042,0,"(30, 100]",Medium Risk
10000.0, 36 months,B,80000.0,11.67,Fully Paid,36,0,0.125,0,"(10, 20]",Low Risk
7200.0, 36 months,C,70000.0,18.28,Fully Paid,36,0,0.10285714285714286,0,"(10, 20]",Medium Risk
20000.0, 60 months,C,56000.0,14.06,Charged Off,60,1,0.35714285714285715,0,"(10, 20]",Medium Risk
15000.0, 36 months,D,80000.0,19.92,Charged Off,36,1,0.1875,0,"(10, 20]",Medium Risk
25000.0, 36 months,B,76000.0,13.82,Fully Paid,36,0,0.32894736842105265,0,"(10, 20]",Low Risk
25000.0, 36 months,B,114000.0,29.18,Fully Paid,36,0,0.21929824561403508,0,"(20, 30]",Medium Risk
33000.0, 60 months,G,75000.0,23.5,Charged Off,60,1,0.44,0,"(20, 30]",High Risk
31150.0, 60 months,F,82000.0,38.11,Fully Paid,60,0,0.3798780487804878,0,"(30, 100]",High Risk
16000.0, 36 months,B,115000.0,13.16,Fully Paid,36,0,0.1391304347826087,0,"(10, 20]",Low Risk
6000.0, 36 months,B,40000.0,12.57,Fully Paid,36,0,0.15,0,"(10, 20]",Low Risk
10000.0, 60 months,C,49000.0,9.82,Late (31-120 days),60,0,0.20408163265306123,0,"(0, 10]",Medium Risk
8000.0, 36 months,B,80000.0,17.58,Fully Paid,36,0,0.1,0,"(10, 20]",Medium Risk
9000.0, 36 months,A,46344.0,22.73,Fully Paid,36,0,0.19419989642672192,0,"(20, 30]",Medium Risk
14750.0, 60 months,E,41000.0,17.42,Fully Paid,60,0,0.3597560975609756,0,"(10, 20]",Medium Risk
28000.0, 36 months,B,140000.0,23.75,Fully Paid,36,0,0.2,0,"(20, 30]",Medium Risk
19200.0, 60 months,B,106000.0,18.27,Fully Paid,60,0,0.1811320754716981,0,"(10, 20]",Medium Risk
24000.0, 60 months,E,134000.0,10.85,Fully Paid,60,0,0.1791044776119403,0,"(10, 20]",Medium Risk
7200.0, 36 months,B,99000.0,29.5,Fully Paid,36,0,0.07272727272727272,0,"(20, 30]",Medium Risk
31500.0, 60 months,D,63000.0,22.7,Fully Paid,60,0,0.5,0,"(20, 30]",Medium Risk
8000.0, 36 months,B,220000.0,19.28,Fully Paid,36,0,0.03636363636363636,0,"(10, 20]",Medium Risk
4800.0, 36 months,C,45000.0,23.68,Fully Paid,36,0,0.10666666666666667,0,"(20, 30]",Medium Risk
10800.0, 60 months,C,40000.0,29.86,Charged Off,60,1,0.27,0,"(20, 30]",Medium Risk
10000.0, 36 months,B,40000.0,19.43,Fully Paid,36,0,0.25,0,"(10, 20]",Medium Risk
30000.0, 36 months,C,102900.0,21.61,Fully Paid,36,0,0.2915451895043732,0,"(20, 30]",Medium Risk
1000.0, 36 months,C,83000.0,2.92,Fully Paid,36,0,0.012048192771084338,0,"(0, 10]",Medium Risk
9000.0, 36 months,A,100000.0,10.39,Fully Paid,36,0,0.09,0,"(10, 20]",Low Risk
7500.0, 36 months,B,77200.0,13.26,Fully Paid,36,0,0.09715025906735751,0,"(10, 20]",Low Risk
11400.0, 36 months,A,158000.0,12.13,Fully Paid,36,0,0.07215189873417721,0,"(10, 20]",Low Risk
19000.0, 36 months,B,52800.0,23.02,Fully Paid,36,0,0.35984848484848486,0,"(20, 30]",Medium Risk
8225.0, 36 months,C,54000.0,38.98,Fully Paid,36,0,0.15231481481481482,0,"(30, 100]",High Risk
4500.0, 36 months,C,42000.0,14.3,Fully Paid,36,0,0.10714285714285714,0,"(10, 20]",Medium Risk
4200.0, 36 months,B,15600.0,9.85,Fully Paid,36,0,0.2692307692307692,0,"(0, 10]",Low Risk
18000.0, 36 months,A,78000.0,12.08,Fully Paid,36,0,0.23076923076923078,0,"(10, 20]",Low Risk
20000.0, 36 months,B,78600.0,17.19,Fully Paid,36,0,0.2544529262086514,0,"(10, 20]",Medium Risk
6000.0, 36 months,B,76800.0,25.97,Fully Paid,36,0,0.078125,0,"(20, 30]",Medium Risk
3000.0, 36 months,C,70000.0,1.29,Fully Paid,36,0,0.04285714285714286,0,"(0, 10]",Medium Risk
5000.0, 36 months,A,60000.0,8.68,Fully Paid,36,0,0.08333333333333333,0,"(0, 10]",Low Risk
11200.0, 36 months,B,64000.0,23.29,Charged Off,36,1,0.175,0,"(20, 30]",Medium Risk
3600.0, 36 months,B,52000.0,29.22,Fully Paid,36,0,0.06923076923076923,0,"(20, 30]",Medium Risk
5000.0, 36 months,A,99840.0,13.72,Charged Off,36,1,0.05008012820512821,0,"(10, 20]",Low Risk
10000.0, 36 months,B,55000.0,15.75,Fully Paid,36,0,0.18181818181818182,0,"(10, 20]",Medium Risk
2000.0, 36 months,C,47000.0,10.32,Fully Paid,36,0,0.0425531914893617,0,"(10, 20]",Medium Risk
19400.0, 60 months,D,48500.0,22.74,Current,60,0,0.4,0,"(20, 30]",Medium Risk
12000.0, 36 months,B,55000.0,24.22,Fully Paid,36,0,0.21818181818181817,0,"(20, 30]",Medium Risk
12000.0, 36 months,B,93000.0,13.52,Fully Paid,36,0,0.12903225806451613,0,"(10, 20]",Low Risk
20000.0, 36 months,A,55000.0,11.04,Fully Paid,36,0,0.36363636363636365,0,"(10, 20]",Low Risk
29000.0, 60 months,E,80000.0,14.13,Charged Off,60,1,0.3625,0,"(10, 20]",Medium Risk
8425.0, 36 months,C,39000.0,14.18,Charged Off,36,1,0.21602564102564104,0,"(10, 20]",Medium Risk
15000.0, 36 months,C,70000.0,10.34,Fully Paid,36,0,0.21428571428571427,0,"(10, 20]",Medium Risk
5600.0, 36 months,B,27756.0,16.65,Current,36,0,0.2017581784118749,0,"(10, 20]",Medium Risk
35000.0, 36 months,D,160000.0,18.11,Charged Off,36,1,0.21875,0,"(10, 20]",Medium Risk
6000.0, 36 months,A,75000.0,17.08,Fully Paid,36,0,0.08,0,"(10, 20]",Medium Risk
5000.0, 36 months,C,52000.0,11.54,Charged Off,36,1,0.09615384615384616,0,"(10, 20]",Medium Risk
6000.0, 36 months,B,43747.0,22.55,Fully Paid,36,0,0.13715226186938534,0,"(20, 30]",Medium Risk
21000.0, 36 months,B,122000.0,13.43,Fully Paid,36,0,0.1721311475409836,0,"(10, 20]",Low Risk
1500.0, 36 months,A,80000.0,25.87,Fully Paid,36,0,0.01875,0,"(20, 30]",Medium Risk
26600.0, 60 months,F,70000.0,21.53,Charged Off,60,1,0.38,0,"(20, 30]",High Risk
3775.0, 36 months,C,17795.0,34.01,Fully Paid,36,0,0.21213824107895476,0,"(30, 100]",Medium Risk
6000.0, 36 months,D,55000.0,7.23,Fully Paid,36,0,0.10909090909090909,0,"(0, 10]",Medium Risk
13325.0, 60 months,D,29000.0,11.84,Charged Off,60,1,0.45948275862068966,0,"(10, 20]",Medium Risk
12000.0, 36 months,C,36000.0,19.9,Charged Off,36,1,0.3333333333333333,0,"(10, 20]",Medium Risk
5000.0, 36 months,A,68000.0,9.88,Fully Paid,36,0,0.07352941176470588,0,"(0, 10]",Low Risk
29000.0, 60 months,B,95000.0,17.78,Late (31-120 days),60,0,0.30526315789473685,0,"(10, 20]",Medium Risk
13150.0, 36 months,A,59000.0,24.69,Fully Paid,36,0,0.2228813559322034,0,"(20, 30]",Medium Risk
1500.0, 36 months,B,93000.0,33.4,Fully Paid,36,0,0.016129032258064516,0,"(30, 100]",Medium Risk
32400.0, 60 months,C,170000.0,17.21,Current,60,0,0.19058823529411764,0,"(10, 20]",Medium Risk
14400.0, 60 months,E,85000.0,21.76,Charged Off,60,1,0.16941176470588235,0,"(20, 30]",Medium Risk
10375.0, 36 months,D,55000.0,14.06,Fully Paid,36,0,0.18863636363636363,0,"(10, 20]",Medium Risk
2000.0, 36 months,C,75000.0,20.36,Fully Paid,36,0,0.02666666666666667,0,"(20, 30]",Medium Risk
24000.0, 60 months,B,100000.0,24.23,Current,60,0,0.24,0,"(20, 30]",Medium Risk
28000.0, 60 months,C,98000.0,34.81,Fully Paid,60,0,0.2857142857142857,0,"(30, 100]",Medium Risk
19975.0, 60 months,C,92000.0,19.05,Current,60,0,0.2171195652173913,0,"(10, 20]",Medium Risk
6000.0, 36 months,D,125000.0,6.39,Fully Paid,36,0,0.048,0,"(0, 10]",Medium Risk
16000.0, 60 months,B,60000.0,33.1,Current,60,0,0.26666666666666666,0,"(30, 100]",Medium Risk
15000.0, 36 months,A,60000.0,5.52,Fully Paid,36,0,0.25,0,"(0, 10]",Low Risk
10000.0, 60 months,B,55000.0,24.61,Fully Paid,60,0,0.18181818181818182,0,"(20, 30]",Medium Risk
11450.0, 60 months,C,32500.0,23.97,Fully Paid,60,0,0.3523076923076923,0,"(20, 30]",Medium Risk
5000.0, 36 months,B,83000.0,7.69,Fully Paid,36,0,0.060240963855421686,0,"(0, 10]",Low Risk
30000.0, 60 months,C,76000.0,22.39,Current,60,0,0.39473684210526316,0,"(20, 30]",Medium Risk
8000.0, 36 months,B,152000.0,7.17,Fully Paid,36,0,0.05263157894736842,0,"(0, 10]",Low Risk
12000.0, 36 months,A,66437.0,16.04,Fully Paid,36,0,0.18062224362930296,0,"(10, 20]",Medium Risk
8000.0, 36 months,C,49000.0,22.21,Charged Off,36,1,0.16326530612244897,0,"(20, 30]",Medium Risk
4000.0, 36 months,B,105000.0,9.31,Fully Paid,36,0,0.0380952380952381,0,"(0, 10]",Low Risk
8000.0, 36 months,B,90000.0,24.84,Fully Paid,36,0,0.08888888888888889,0,"(20, 30]",Medium Risk
16800.0, 36 months,D,40000.0,22.23,Fully Paid,36,0,0.42,0,"(20, 30]",Medium Risk
19300.0, 36 months,B,42000.0,16.74,Fully Paid,36,0,0.4595238095238095,0,"(10, 20]",Medium Risk
8000.0, 36 months,C,58000.0,24.99,Fully Paid,36,0,0.13793103448275862,0,"(20, 30]",Medium Risk
10000.0, 36 months,A,95000.0,12.39,Fully Paid,36,0,0.10526315789473684,0,"(10, 20]",Low Risk
28000.0, 60 months,D,100000.0,10.32,Fully Paid,60,0,0.28,0,"(10, 20]",Medium Risk
35000.0, 60 months,E,110000.0,18.0,Current,60,0,0.3181818181818182,0,"(10, 20]",Medium Risk
13000.0, 36 months,C,112000.0,12.08,Fully Paid,36,0,0.11607142857142858,0,"(10, 20]",Medium Risk
9000.0, 36 months,C,64400.4,21.79,Charged Off,36,1,0.13975068477835542,0,"(20, 30]",Medium Risk
17675.0, 60 months,E,40000.0,39.12,Fully Paid,60,0,0.441875,0,"(30, 100]",High Risk
18000.0, 36 months,B,106931.0,22.9,Fully Paid,36,0,0.1683328501557079,0,"(20, 30]",Medium Risk
10000.0, 36 months,B,60000.0,7.46,Charged Off,36,1,0.16666666666666666,0,"(0, 10]",Low Risk
24000.0, 36 months,D,70000.0,7.18,Charged Off,36,1,0.34285714285714286,0,"(0, 10]",Medium Risk
21000.0, 36 months,A,125000.0,13.95,Fully Paid,36,0,0.168,0,"(10, 20]",Low Risk
24000.0, 60 months,E,100000.0,35.95,Current,60,0,0.24,0,"(30, 100]",High Risk
8000.0, 36 months,D,39000.0,16.68,Fully Paid,36,0,0.20512820512820512,0,"(10, 20]",Medium Risk
10000.0, 36 months,A,35000.0,19.24,Fully Paid,36,0,0.2857142857142857,0,"(10, 20]",Medium Risk
15000.0, 36 months,A,55000.0,25.77,Fully Paid,36,0,0.2727272727272727,0,"(20, 30]",Medium Risk
7000.0, 36 months,B,50000.0,12.76,Fully Paid,36,0,0.14,0,"(10, 20]",Low Risk
24000.0, 36 months,A,200000.0,17.9,Fully Paid,36,0,0.12,0,"(10, 20]",Medium Risk
10000.0, 36 months,C,45000.0,27.2,Fully Paid,36,0,0.2222222222222222,0,"(20, 30]",Medium Risk
10000.0, 36 months,B,300000.0,11.94,Fully Paid,36,0,0.03333333333333333,0,"(10, 20]",Low Risk
7200.0, 36 months,C,28000.0,19.25,Fully Paid,36,0,0.2571428571428571,0,"(10, 20]",Medium Risk
8400.0, 36 months,C,95000.0,26.33,Fully Paid,36,0,0.08842105263157894,0,"(20, 30]",Medium Risk
7375.0, 36 months,D,46000.0,25.15,Charged Off,36,1,0.16032608695652173,0,"(20, 30]",Medium Risk
10000.0, 36 months,C,25000.0,17.41,Fully Paid,36,0,0.4,0,"(10, 20]",Medium Risk
16000.0, 60 months,D,49000.0,23.63,Current,60,0,0.32653061224489793,0,"(20, 30]",Medium Risk
12000.0, 36 months,D,40000.0,25.98,Fully Paid,36,0,0.3,0,"(20, 30]",Medium Risk
10000.0, 36 months,A,70000.0,18.76,Fully Paid,36,0,0.14285714285714285,0,"(10, 20]",Medium Risk
8800.0, 36 months,C,32000.0,20.69,Charged Off,36,1,0.275,0,"(20, 30]",Medium Risk
10900.0, 36 months,E,37000.0,34.8,Fully Paid,36,0,0.2945945945945946,0,"(30, 100]",Medium Risk
16000.0, 60 months,A,55000.0,6.24,Late (31-120 days),60,0,0.2909090909090909,0,"(0, 10]",Low Risk
6000.0, 36 months,C,80000.0,22.5,Charged Off,36,1,0.075,0,"(20, 30]",Medium Risk
5600.0, 36 months,D,58000.0,28.35,Fully Paid,36,0,0.09655172413793103,0,"(20, 30]",Medium Risk
11000.0, 36 months,A,140000.0,8.52,Fully Paid,36,0,0.07857142857142857,0,"(0, 10]",Low Risk
14000.0, 60 months,C,55000.0,29.11,Charged Off,60,1,0.2545454545454545,0,"(20, 30]",Medium Risk
7000.0, 36 months,C,37311.0,10.92,Fully Paid,36,0,0.18761223231754712,0,"(10, 20]",Medium Risk
15000.0, 36 months,B,49000.0,4.67,Fully Paid,36,0,0.30612244897959184,0,"(0, 10]",Low Risk
15950.0, 60 months,F,38000.0,28.68,Fully Paid,60,0,0.41973684210526313,0,"(20, 30]",High Risk
10800.0, 36 months,B,68000.0,25.41,Fully Paid,36,0,0.1588235294117647,0,"(20, 30]",Medium Risk
20000.0, 36 months,C,100000.0,14.89,Charged Off,36,1,0.2,0,"(10, 20]",Medium Risk
20550.0, 60 months,C,54000.0,31.71,Current,60,0,0.38055555555555554,0,"(30, 100]",Medium Risk
6000.0, 36 months,A,75000.0,21.34,Fully Paid,36,0,0.08,0,"(20, 30]",Medium Risk
24300.0, 60 months,E,70000.0,34.47,Charged Off,60,1,0.34714285714285714,0,"(30, 100]",Medium Risk
8000.0, 36 months,B,52000.0,21.51,Fully Paid,36,0,0.15384615384615385,0,"(20, 30]",Medium Risk
11975.0, 60 months,C,45000.0,28.43,Late (31-120 days),60,0,0.26611111111111113,0,"(20, 30]",Medium Risk
12000.0, 36 months,A,61000.0,12.57,Fully Paid,36,0,0.19672131147540983,0,"(10, 20]",Low Risk
13625.0, 60 months,D,31000.0,18.12,Current,60,0,0.43951612903225806,0,"(10, 20]",Medium Risk
27000.0, 60 months,B,58000.0,14.19,Charged Off,60,1,0.46551724137931033,0,"(10, 20]",Low Risk
5400.0, 36 months,B,58000.0,27.95,Fully Paid,36,0,0.09310344827586207,0,"(20, 30]",Medium Risk
20000.0, 36 months,A,80000.0,9.54,Fully Paid,36,0,0.25,0,"(0, 10]",Low Risk
20000.0, 36 months,B,51450.0,27.83,Fully Paid,36,0,0.38872691933916426,0,"(20, 30]",Medium Risk
18000.0, 60 months,D,58000.0,20.26,Charged Off,60,1,0.3103448275862069,0,"(20, 30]",Medium Risk
5000.0, 36 months,B,32500.0,31.63,Fully Paid,36,0,0.15384615384615385,0,"(30, 100]",Medium Risk
22400.0, 36 months,A,150000.0,4.69,Fully Paid,36,0,0.14933333333333335,0,"(0, 10]",Low Risk
9000.0, 36 months,C,50000.0,15.24,Fully Paid,36,0,0.18,0,"(10, 20]",Medium Risk
10000.0, 36 months,B,75000.0,15.75,Fully Paid,36,0,0.13333333333333333,0,"(10, 20]",Medium Risk
5000.0, 36 months,C,51000.0,11.95,Fully Paid,36,0,0.09803921568627451,0,"(10, 20]",Medium Risk
4000.0, 36 months,A,160000.0,8.36,Fully Paid,36,0,0.025,0,"(0, 10]",Low Risk
12000.0, 36 months,A,31000.0,25.77,Fully Paid,36,0,0.3870967741935484,0,"(20, 30]",Medium Risk
20000.0, 36 months,B,125000.0,14.22,Fully Paid,36,0,0.16,0,"(10, 20]",Low Risk
2150.0, 36 months,A,60000.0,6.88,Fully Paid,36,0,0.035833333333333335,0,"(0, 10]",Low Risk
12000.0, 60 months,A,62000.0,19.61,Fully Paid,60,0,0.1935483870967742,0,"(10, 20]",Medium Risk
20000.0, 36 months,C,60000.0,16.08,Fully Paid,36,0,0.3333333333333333,0,"(10, 20]",Medium Risk
19200.0, 36 months,A,60000.0,26.36,Fully Paid,36,0,0.32,0,"(20, 30]",Medium Risk
6000.0, 36 months,B,49000.0,28.46,Fully Paid,36,0,0.12244897959183673,0,"(20, 30]",Medium Risk
10000.0, 36 months,B,50000.0,34.71,Fully Paid,36,0,0.2,0,"(30, 100]",Medium Risk
7075.0, 36 months,D,72000.0,21.73,Fully Paid,36,0,0.09826388888888889,0,"(20, 30]",Medium Risk
35000.0, 60 months,C,120000.0,33.96,Current,60,0,0.2916666666666667,0,"(30, 100]",Medium Risk
6000.0, 36 months,D,33000.0,13.96,Fully Paid,36,0,0.18181818181818182,0,"(10, 20]",Medium Risk
20000.0, 60 months,E,65000.0,10.23,Fully Paid,60,0,0.3076923076923077,0,"(10, 20]",Medium Risk
8000.0, 36 months,E,25000.0,33.08,Charged Off,36,1,0.32,0,"(30, 100]",Medium Risk
20700.0, 36 months,B,75000.0,4.83,Fully Paid,36,0,0.276,0,"(0, 10]",Low Risk
6125.0, 36 months,C,22000.0,27.87,Fully Paid,36,0,0.2784090909090909,0,"(20, 30]",Medium Risk
6000.0, 36 months,A,37000.0,24.75,Fully Paid,36,0,0.16216216216216217,0,"(20, 30]",Medium Risk
20000.0, 36 months,A,65000.0,28.19,Fully Paid,36,0,0.3076923076923077,0,"(20, 30]",Medium Risk
15000.0, 36 months,C,75000.0,15.7,Fully Paid,36,0,0.2,0,"(10, 20]",Medium Risk
11500.0, 36 months,B,45000.0,11.6,Fully Paid,36,0,0.25555555555555554,0,"(10, 20]",Low Risk
35000.0, 36 months,C,150000.0,14.12,Fully Paid,36,0,0.23333333333333334,0,"(10, 20]",Medium Risk
25000.0, 60 months,D,58000.0,15.27,Fully Paid,60,0,0.43103448275862066,0,"(10, 20]",Medium Risk
12300.0, 36 months,C,89439.36,11.62,Fully Paid,36,0,0.13752334542644312,0,"(10, 20]",Medium Risk
6200.0, 36 months,B,44800.0,21.06,Fully Paid,36,0,0.13839285714285715,0,"(20, 30]",Medium Risk
10000.0, 36 months,C,150000.0,7.6,Fully Paid,36,0,0.06666666666666667,0,"(0, 10]",Medium Risk
5000.0, 36 months,B,60000.0,32.02,Fully Paid,36,0,0.08333333333333333,0,"(30, 100]",Medium Risk
25000.0, 36 months,D,70560.0,28.61,Fully Paid,36,0,0.3543083900226757,0,"(20, 30]",Medium Risk
10200.0, 36 months,B,75000.0,13.86,Fully Paid,36,0,0.136,0,"(10, 20]",Low Risk
20000.0, 36 months,B,87000.0,16.88,Fully Paid,36,0,0.22988505747126436,0,"(10, 20]",Medium Risk
11000.0, 36 months,B,175000.0,16.83,Fully Paid,36,0,0.06285714285714286,0,"(10, 20]",Medium Risk
15000.0, 36 months,A,80000.0,11.74,Fully Paid,36,0,0.1875,0,"(10, 20]",Low Risk
21000.0, 60 months,C,86500.0,23.36,Fully Paid,60,0,0.24277456647398843,0,"(20, 30]",Medium Risk
2550.0, 36 months,D,70000.0,8.28,Fully Paid,36,0,0.03642857142857143,0,"(0, 10]",Medium Risk
12000.0, 36 months,B,48500.0,28.95,Fully Paid,36,0,0.24742268041237114,0,"(20, 30]",Medium Risk
35000.0, 60 months,B,120000.0,14.75,Fully Paid,60,0,0.2916666666666667,0,"(10, 20]",Low Risk
5000.0, 36 months,C,58000.0,3.81,Fully Paid,36,0,0.08620689655172414,0,"(0, 10]",Medium Risk
20000.0, 60 months,B,70000.0,27.76,Fully Paid,60,0,0.2857142857142857,0,"(20, 30]",Medium Risk
11200.0, 36 months,B,60000.0,9.14,Fully Paid,36,0,0.18666666666666668,0,"(0, 10]",Low Risk
10000.0, 36 months,B,70000.0,17.85,Fully Paid,36,0,0.14285714285714285,0,"(10, 20]",Medium Risk
15000.0, 60 months,C,40000.0,29.76,Current,60,0,0.375,0,"(20, 30]",Medium Risk
12500.0, 36 months,A,160000.0,11.53,Fully Paid,36,0,0.078125,0,"(10, 20]",Low Risk
13000.0, 36 months,B,39000.0,8.74,Fully Paid,36,0,0.3333333333333333,0,"(0, 10]",Low Risk
8000.0, 36 months,A,22000.0,20.24,Fully Paid,36,0,0.36363636363636365,0,"(20, 30]",Medium Risk
9000.0, 36 months,C,51000.0,10.59,Charged Off,36,1,0.17647058823529413,0,"(10, 20]",Medium Risk
14400.0, 36 months,B,168000.0,8.88,Fully Paid,36,0,0.08571428571428572,0,"(0, 10]",Low Risk
15000.0, 36 months,B,85000.0,16.81,Fully Paid,36,0,0.17647058823529413,0,"(10, 20]",Medium Risk
20000.0, 36 months,B,58000.0,31.78,Fully Paid,36,0,0.3448275862068966,0,"(30, 100]",Medium Risk
18000.0, 36 months,B,150000.0,13.79,Charged Off,36,1,0.12,0,"(10, 20]",Low Risk
28000.0, 60 months,D,80000.0,16.46,Fully Paid,60,0,0.35,0,"(10, 20]",Medium Risk
18725.0, 60 months,F,45000.0,21.79,Fully Paid,60,0,0.4161111111111111,0,"(20, 30]",High Risk
10400.0, 36 months,A,40000.0,7.8,Fully Paid,36,0,0.26,0,"(0, 10]",Low Risk
9600.0, 36 months,C,60000.0,22.58,Fully Paid,36,0,0.16,0,"(20, 30]",Medium Risk
18275.0, 36 months,D,45000.0,32.86,Fully Paid,36,0,0.4061111111111111,0,"(30, 100]",Medium Risk
15925.0, 60 months,F,65000.0,19.46,Fully Paid,60,0,0.245,0,"(10, 20]",High Risk
28000.0, 36 months,A,252000.0,5.58,Fully Paid,36,0,0.1111111111111111,0,"(0, 10]",Low Risk
3000.0, 36 months,D,28488.0,17.48,Fully Paid,36,0,0.10530749789385004,0,"(10, 20]",Medium Risk
25000.0, 36 months,C,90000.0,18.11,Fully Paid,36,0,0.2777777777777778,0,"(10, 20]",Medium Risk
7500.0, 36 months,B,70000.0,10.63,Fully Paid,36,0,0.10714285714285714,0,"(10, 20]",Low Risk
10000.0, 36 months,B,90000.0,3.83,Fully Paid,36,0,0.1111111111111111,0,"(0, 10]",Low Risk
35000.0, 60 months,C,190000.0,13.18,Fully Paid,60,0,0.18421052631578946,0,"(10, 20]",Medium Risk
20000.0, 36 months,A,122000.0,19.6,Fully Paid,36,0,0.16393442622950818,0,"(10, 20]",Medium Risk
10500.0, 36 months,B,70000.0,26.68,Fully Paid,36,0,0.15,0,"(20, 30]",Medium Risk
21000.0, 60 months,E,90000.0,18.85,Current,60,0,0.23333333333333334,0,"(10, 20]",Medium Risk
35000.0, 36 months,D,100000.0,12.14,Charged Off,36,1,0.35,0,"(10, 20]",Medium Risk
15000.0, 36 months,B,127000.0,28.48,Fully Paid,36,0,0.11811023622047244,0,"(20, 30]",Medium Risk
8950.0, 36 months,D,65000.0,35.06,Charged Off,36,1,0.1376923076923077,0,"(30, 100]",High Risk
12000.0, 60 months,D,33500.0,6.06,Charged Off,60,1,0.3582089552238806,0,"(0, 10]",Medium Risk
12800.0, 36 months,A,61500.0,27.4,Charged Off,36,1,0.208130081300813,0,"(20, 30]",Medium Risk
16000.0, 36 months,C,83000.0,34.93,Fully Paid,36,0,0.1927710843373494,0,"(30, 100]",Medium Risk
20000.0, 60 months,D,65000.0,29.21,Fully Paid,60,0,0.3076923076923077,0,"(20, 30]",Medium Risk
20000.0, 36 months,B,100000.0,26.37,Fully Paid,36,0,0.2,0,"(20, 30]",Medium Risk
7000.0, 36 months,C,52000.0,33.37,Fully Paid,36,0,0.1346153846153846,0,"(30, 100]",Medium Risk
35000.0, 60 months,B,102000.0,17.2,Charged Off,60,1,0.3431372549019608,0,"(10, 20]",Medium Risk
9575.0, 36 months,C,62000.0,32.93,Fully Paid,36,0,0.15443548387096775,0,"(30, 100]",Medium Risk
19300.0, 60 months,B,45000.0,23.07,Fully Paid,60,0,0.4288888888888889,0,"(20, 30]",Medium Risk
